Year,Company,Industry,Country,Company_Type,Employee_Size,Revenue_USD,Uses_AI,Use_Case,AI_ROI_Percent,AI_Maturity_Score
2020,SyntheticCorp_0733,Manufacturing,Germany,Synthetic,Enterprise,16898955471.18,Yes,Predictive Maintenance,27.49,74
2021,SyntheticCorp_0733,Technology,Japan,Synthetic,Enterprise,24589265457.12,Yes,Autonomous Driving,13.8,54
2022,SyntheticCorp_0733,E-commerce,UK,Synthetic,SME,45279391.99,Yes,Demand Forecasting,19.15,65
2023,SyntheticCorp_0733,E-commerce,USA,Synthetic,SME,2291223.43,Yes,Robotics,27.94,42
2024,SyntheticCorp_0733,Logistics,USA,Synthetic,SME,20976377.74,Yes,Supply Chain Optimization,12.28,81
2025,SyntheticCorp_0733,E-commerce,USA,Synthetic,SME,14485372.04,Yes,Fraud Detection,38.74,64
2020,SyntheticCorp_0734,Healthcare,UK,Synthetic,Enterprise,45884859119.08,Yes,Recommendation Systems,12.69,66
2021,SyntheticCorp_0734,Telecom,UK,Synthetic,SME,3960282.58,Yes,Predictive Maintenance,33.26,49
2022,SyntheticCorp_0734,Healthcare,Brazil,Synthetic,Enterprise,20164719185.96,Yes,Recommendation Systems,29.72,47
2023,SyntheticCorp_0734,Retail,UK,Synthetic,Enterprise,10962567873.54,Yes,Customer Segmentation,11.33,81
2024,SyntheticCorp_0734,Telecom,Brazil,Synthetic,Enterprise,7824290483.82,No,None,0.0,4
2025,SyntheticCorp_0734,Logistics,Canada,Synthetic,Enterprise,1998540184.96,Yes,Fraud Detection,13.27,71
2020,SyntheticCorp_0735,Technology,UAE,Synthetic,SME,25330916.38,Yes,Fraud Detection,32.18,50
2021,SyntheticCorp_0735,Retail,India,Synthetic,SME,35386173.17,Yes,Autonomous Driving,35.57,59
2022,SyntheticCorp_0735,Healthcare,UAE,Synthetic,SME,24037147.71,No,None,0.0,31
2023,SyntheticCorp_0735,Manufacturing,UAE,Synthetic,SME,38935718.34,Yes,Demand Forecasting,28.44,42
2024,SyntheticCorp_0735,Retail,UAE,Synthetic,Enterprise,18923549060.58,Yes,Predictive Maintenance,34.32,49
2025,SyntheticCorp_0735,Manufacturing,Brazil,Synthetic,SME,29420771.8,No,None,0.0,1
2020,SyntheticCorp_0736,E-commerce,Germany,Synthetic,SME,39442196.73,Yes,Chatbots,15.13,73
2021,SyntheticCorp_0736,Finance,UK,Synthetic,SME,29467513.39,Yes,Autonomous Driving,30.82,80
2022,SyntheticCorp_0736,Telecom,Canada,Synthetic,Enterprise,42709763429.27,Yes,Recommendation Systems,37.23,54
2023,SyntheticCorp_0736,Retail,Germany,Synthetic,SME,26500768.81,Yes,Predictive Maintenance,24.66,51
2024,SyntheticCorp_0736,Retail,China,Synthetic,SME,18312544.32,Yes,Robotics,37.09,40
2025,SyntheticCorp_0736,Healthcare,UAE,Synthetic,SME,44028722.04,No,None,0.0,32
2020,SyntheticCorp_0737,Telecom,Japan,Synthetic,SME,24315251.08,Yes,AI Trading,29.3,51
2021,SyntheticCorp_0737,Telecom,India,Synthetic,SME,19248326.9,Yes,Medical Imaging AI,12.49,82
2022,SyntheticCorp_0737,E-commerce,UAE,Synthetic,Enterprise,25632450736.59,No,None,0.0,21
2023,SyntheticCorp_0737,Telecom,India,Synthetic,Enterprise,47610133077.38,Yes,Supply Chain Optimization,34.5,48
2024,SyntheticCorp_0737,Retail,Brazil,Synthetic,SME,45399741.45,Yes,Demand Forecasting,20.83,61
2025,SyntheticCorp_0737,Retail,USA,Synthetic,Enterprise,41662088488.27,Yes,Recommendation Systems,36.23,73
2020,SyntheticCorp_0738,Retail,Brazil,Synthetic,SME,46510868.62,Yes,Fraud Detection,28.99,72
2021,SyntheticCorp_0738,Technology,Japan,Synthetic,Enterprise,39997300302.33,No,None,0.0,3
2022,SyntheticCorp_0738,Healthcare,India,Synthetic,Enterprise,3343501757.57,Yes,Autonomous Driving,22.0,55
2023,SyntheticCorp_0738,Healthcare,China,Synthetic,Enterprise,12296334618.85,No,None,0.0,39
2024,SyntheticCorp_0738,Logistics,UK,Synthetic,Enterprise,45153475593.45,Yes,Recommendation Systems,35.1,57
2025,SyntheticCorp_0738,Retail,Canada,Synthetic,SME,21249146.63,No,None,0.0,17
2020,SyntheticCorp_0739,Retail,Japan,Synthetic,Enterprise,22750876301.63,Yes,Chatbots,13.61,43
2021,SyntheticCorp_0739,Technology,Brazil,Synthetic,SME,7425460.32,Yes,Demand Forecasting,36.95,65
2022,SyntheticCorp_0739,Energy,Japan,Synthetic,SME,24727642.85,Yes,Fraud Detection,34.84,47
2023,SyntheticCorp_0739,Retail,Canada,Synthetic,SME,17671460.87,Yes,Predictive Maintenance,27.03,49
2024,SyntheticCorp_0739,E-commerce,USA,Synthetic,SME,18003036.12,Yes,Supply Chain Optimization,38.1,57
2025,SyntheticCorp_0739,Telecom,China,Synthetic,SME,31213376.55,No,None,0.0,13
2020,SyntheticCorp_0740,Technology,Canada,Synthetic,Enterprise,43593556975.84,Yes,Generative AI,23.36,67
2021,SyntheticCorp_0740,Manufacturing,China,Synthetic,SME,31438030.0,Yes,Autonomous Driving,27.94,60
2022,SyntheticCorp_0740,Energy,Japan,Synthetic,Enterprise,47055135904.5,Yes,Generative AI,38.71,67
2023,SyntheticCorp_0740,Manufacturing,India,Synthetic,Enterprise,3655578938.24,Yes,Fraud Detection,31.05,41
2024,SyntheticCorp_0740,Technology,Germany,Synthetic,SME,47107121.2,Yes,Demand Forecasting,30.32,57
2025,SyntheticCorp_0740,E-commerce,UK,Synthetic,SME,16900587.18,Yes,Supply Chain Optimization,37.4,52
2020,SyntheticCorp_0741,E-commerce,UAE,Synthetic,Enterprise,21553147275.14,No,None,0.0,25
2021,SyntheticCorp_0741,Energy,Canada,Synthetic,Enterprise,32195382371.84,Yes,Fraud Detection,35.79,57
2022,SyntheticCorp_0741,Finance,China,Synthetic,SME,39100742.99,Yes,Medical Imaging AI,25.57,61
2023,SyntheticCorp_0741,Telecom,China,Synthetic,Enterprise,14829112729.03,Yes,Generative AI,10.51,68
2024,SyntheticCorp_0741,Retail,Brazil,Synthetic,Enterprise,16760704949.85,Yes,AI Trading,28.92,67
2025,SyntheticCorp_0741,Manufacturing,Canada,Synthetic,Enterprise,10636146749.22,Yes,Supply Chain Optimization,38.29,80
2020,SyntheticCorp_0742,Finance,Japan,Synthetic,Enterprise,26680586386.72,Yes,Recommendation Systems,28.57,81
2021,SyntheticCorp_0742,Finance,Brazil,Synthetic,SME,36008140.2,Yes,Robotics,25.05,85
2022,SyntheticCorp_0742,E-commerce,Canada,Synthetic,SME,32533098.57,Yes,Predictive Maintenance,34.01,70
2023,SyntheticCorp_0742,Telecom,USA,Synthetic,SME,38504538.77,Yes,Fraud Detection,38.83,40
2024,SyntheticCorp_0742,Technology,Canada,Synthetic,Enterprise,43523542728.07,Yes,Fraud Detection,39.99,66
2025,SyntheticCorp_0742,Telecom,China,Synthetic,SME,25023287.5,Yes,Medical Imaging AI,24.57,83
2020,SyntheticCorp_0743,Retail,USA,Synthetic,SME,16856274.06,Yes,Recommendation Systems,24.58,58
2021,SyntheticCorp_0743,Telecom,China,Synthetic,SME,36178965.79,No,None,0.0,9
2022,SyntheticCorp_0743,Logistics,UAE,Synthetic,Enterprise,21658334889.96,Yes,Supply Chain Optimization,17.88,59
2023,SyntheticCorp_0743,Manufacturing,UAE,Synthetic,SME,14862770.83,Yes,Generative AI,39.87,73
2024,SyntheticCorp_0743,Manufacturing,Brazil,Synthetic,Enterprise,30367751405.25,Yes,Customer Segmentation,31.26,44
2025,SyntheticCorp_0743,Logistics,India,Synthetic,SME,16453567.22,Yes,Predictive Maintenance,13.35,60
2020,SyntheticCorp_0744,Telecom,USA,Synthetic,Enterprise,39663323084.84,Yes,Medical Imaging AI,21.21,58
2021,SyntheticCorp_0744,Healthcare,Germany,Synthetic,Enterprise,18387906433.43,No,None,0.0,15
2022,SyntheticCorp_0744,Technology,Germany,Synthetic,Enterprise,48002861265.77,Yes,Chatbots,39.15,52
2023,SyntheticCorp_0744,Finance,USA,Synthetic,SME,1751757.45,No,None,0.0,7
2024,SyntheticCorp_0744,Energy,Canada,Synthetic,SME,23300609.11,Yes,Fraud Detection,22.48,76
2025,SyntheticCorp_0744,Retail,UK,Synthetic,Enterprise,9515691087.34,Yes,AI Trading,17.64,67
2020,SyntheticCorp_0745,Logistics,India,Synthetic,Enterprise,42602314855.26,Yes,Recommendation Systems,30.2,43
2021,SyntheticCorp_0745,Telecom,China,Synthetic,SME,49025994.49,Yes,Robotics,36.77,78
2022,SyntheticCorp_0745,Healthcare,Brazil,Synthetic,SME,46887277.32,Yes,Recommendation Systems,38.68,63
2023,SyntheticCorp_0745,E-commerce,UK,Synthetic,Enterprise,5847840072.94,Yes,Supply Chain Optimization,29.79,72
2024,SyntheticCorp_0745,Healthcare,Japan,Synthetic,Enterprise,32304169238.95,No,None,0.0,38
2025,SyntheticCorp_0745,Technology,India,Synthetic,Enterprise,46724058081.05,Yes,Recommendation Systems,11.48,68
2020,SyntheticCorp_0746,Energy,UK,Synthetic,SME,24659272.02,Yes,AI Trading,26.77,49
2021,SyntheticCorp_0746,Logistics,UAE,Synthetic,SME,41524846.38,Yes,Demand Forecasting,23.3,73
2022,SyntheticCorp_0746,Finance,China,Synthetic,SME,30498804.57,Yes,Chatbots,32.74,70
2023,SyntheticCorp_0746,Manufacturing,India,Synthetic,SME,18465619.69,Yes,Supply Chain Optimization,32.39,41
2024,SyntheticCorp_0746,Logistics,UK,Synthetic,SME,36503366.59,Yes,AI Trading,35.62,48
2025,SyntheticCorp_0746,Logistics,China,Synthetic,SME,49697635.07,Yes,Autonomous Driving,30.01,41
2020,SyntheticCorp_0747,Retail,Germany,Synthetic,Enterprise,42775298335.14,No,None,0.0,34
2021,SyntheticCorp_0747,Technology,USA,Synthetic,SME,40412779.29,Yes,Supply Chain Optimization,16.88,49
2022,SyntheticCorp_0747,Energy,Brazil,Synthetic,Enterprise,33204566040.68,Yes,AI Trading,35.17,47
2023,SyntheticCorp_0747,Manufacturing,Canada,Synthetic,Enterprise,48962594404.02,Yes,Predictive Maintenance,38.17,82
2024,SyntheticCorp_0747,Technology,USA,Synthetic,Enterprise,19164361712.12,Yes,Supply Chain Optimization,16.29,80
2025,SyntheticCorp_0747,Healthcare,India,Synthetic,Enterprise,31616332953.09,Yes,Medical Imaging AI,16.03,64
2020,SyntheticCorp_0748,Manufacturing,Germany,Synthetic,Enterprise,38623364922.33,Yes,Recommendation Systems,20.81,69
2021,SyntheticCorp_0748,Telecom,Canada,Synthetic,Enterprise,4044404901.76,Yes,Supply Chain Optimization,35.24,51
2022,SyntheticCorp_0748,Healthcare,Japan,Synthetic,SME,36935060.13,Yes,Customer Segmentation,13.12,69
2023,SyntheticCorp_0748,Finance,Brazil,Synthetic,SME,43243661.55,Yes,Robotics,37.08,62
2024,SyntheticCorp_0748,Energy,USA,Synthetic,SME,20119800.5,Yes,Predictive Maintenance,33.01,50
2025,SyntheticCorp_0748,Telecom,India,Synthetic,Enterprise,27984868263.82,Yes,Generative AI,20.96,48
2020,SyntheticCorp_0749,Retail,China,Synthetic,SME,44813485.54,Yes,Medical Imaging AI,31.9,55
2021,SyntheticCorp_0749,E-commerce,China,Synthetic,Enterprise,23973401986.24,Yes,Robotics,11.67,59
2022,SyntheticCorp_0749,Retail,Canada,Synthetic,Enterprise,14493729192.86,Yes,Supply Chain Optimization,34.43,41
2023,SyntheticCorp_0749,Technology,USA,Synthetic,SME,4774139.98,Yes,Chatbots,37.12,63
2024,SyntheticCorp_0749,Technology,Brazil,Synthetic,SME,6570548.45,Yes,AI Trading,15.14,69
2025,SyntheticCorp_0749,Energy,UAE,Synthetic,SME,34725110.07,No,None,0.0,11
2020,SyntheticCorp_0750,Logistics,UAE,Synthetic,SME,36948986.66,Yes,Autonomous Driving,13.12,69
2021,SyntheticCorp_0750,Telecom,Brazil,Synthetic,Enterprise,33461840676.23,Yes,Generative AI,39.46,78
2022,SyntheticCorp_0750,Healthcare,China,Synthetic,SME,1952924.36,Yes,Supply Chain Optimization,32.98,42
2023,SyntheticCorp_0750,Telecom,Germany,Synthetic,Enterprise,44217478135.18,Yes,Medical Imaging AI,15.54,53
2024,SyntheticCorp_0750,Telecom,China,Synthetic,SME,33583948.36,Yes,Robotics,22.23,48
2025,SyntheticCorp_0750,E-commerce,Brazil,Synthetic,Enterprise,27809335749.35,Yes,Generative AI,12.78,85
2020,SyntheticCorp_0751,Technology,UK,Synthetic,Enterprise,12758493496.79,Yes,Chatbots,37.17,48
2021,SyntheticCorp_0751,Finance,UK,Synthetic,SME,37101614.37,Yes,Customer Segmentation,35.55,40
2022,SyntheticCorp_0751,Finance,Brazil,Synthetic,SME,48674337.34,Yes,Chatbots,17.47,52
2023,SyntheticCorp_0751,Healthcare,USA,Synthetic,SME,48104954.9,Yes,Predictive Maintenance,18.93,41
2024,SyntheticCorp_0751,Manufacturing,UK,Synthetic,SME,3707088.74,Yes,Recommendation Systems,26.58,48
2025,SyntheticCorp_0751,Healthcare,Canada,Synthetic,SME,5788470.07,Yes,Supply Chain Optimization,15.97,40
2020,SyntheticCorp_0752,E-commerce,Germany,Synthetic,SME,30281388.95,Yes,Recommendation Systems,11.67,56
2021,SyntheticCorp_0752,Finance,Canada,Synthetic,Enterprise,24078513158.99,No,None,0.0,9
2022,SyntheticCorp_0752,Technology,China,Synthetic,SME,6956242.77,Yes,Medical Imaging AI,23.37,77
2023,SyntheticCorp_0752,Finance,Germany,Synthetic,SME,28766219.57,Yes,Robotics,17.11,44
2024,SyntheticCorp_0752,Logistics,USA,Synthetic,SME,35304209.92,No,None,0.0,33
2025,SyntheticCorp_0752,Finance,USA,Synthetic,SME,22292361.29,Yes,Customer Segmentation,23.86,75
2020,SyntheticCorp_0753,Energy,UAE,Synthetic,Enterprise,18926787513.02,Yes,Fraud Detection,31.6,84
2021,SyntheticCorp_0753,Healthcare,Japan,Synthetic,Enterprise,44143349599.04,No,None,0.0,0
2022,SyntheticCorp_0753,E-commerce,China,Synthetic,Enterprise,641158251.4,Yes,Autonomous Driving,16.0,75
2023,SyntheticCorp_0753,Energy,Germany,Synthetic,SME,9632465.49,No,None,0.0,35
2024,SyntheticCorp_0753,Retail,Japan,Synthetic,SME,38893340.34,Yes,Supply Chain Optimization,26.27,46
2025,SyntheticCorp_0753,Manufacturing,USA,Synthetic,SME,5331568.15,Yes,Customer Segmentation,36.82,60
2020,SyntheticCorp_0754,Healthcare,Canada,Synthetic,SME,25935354.22,No,None,0.0,23
2021,SyntheticCorp_0754,E-commerce,Germany,Synthetic,SME,48782264.17,Yes,Fraud Detection,34.72,44
2022,SyntheticCorp_0754,Manufacturing,Canada,Synthetic,Enterprise,30005254087.3,Yes,Generative AI,38.88,75
2023,SyntheticCorp_0754,Retail,China,Synthetic,SME,34984551.01,Yes,Recommendation Systems,19.78,82
2024,SyntheticCorp_0754,Manufacturing,UK,Synthetic,SME,36479347.41,No,None,0.0,23
2025,SyntheticCorp_0754,Technology,USA,Synthetic,Enterprise,45276514654.3,Yes,Medical Imaging AI,27.83,50
2020,SyntheticCorp_0755,Retail,Germany,Synthetic,Enterprise,22889580629.13,Yes,Recommendation Systems,16.62,75
2021,SyntheticCorp_0755,Telecom,UK,Synthetic,Enterprise,29509479419.05,Yes,Autonomous Driving,20.54,50
2022,SyntheticCorp_0755,Telecom,Germany,Synthetic,SME,41679504.57,Yes,AI Trading,11.75,72
2023,SyntheticCorp_0755,Technology,China,Synthetic,Enterprise,44123974135.0,Yes,Supply Chain Optimization,20.95,47
2024,SyntheticCorp_0755,Finance,Japan,Synthetic,Enterprise,39066529873.02,No,None,0.0,5
2025,SyntheticCorp_0755,Technology,Japan,Synthetic,SME,7003737.15,No,None,0.0,15
2020,SyntheticCorp_0756,Technology,Canada,Synthetic,SME,36014790.52,Yes,Demand Forecasting,26.32,51
2021,SyntheticCorp_0756,Technology,India,Synthetic,Enterprise,25345345950.7,Yes,Demand Forecasting,35.42,74
2022,SyntheticCorp_0756,Telecom,India,Synthetic,Enterprise,25530935561.96,No,None,0.0,37
2023,SyntheticCorp_0756,Manufacturing,UAE,Synthetic,SME,8712797.16,Yes,Predictive Maintenance,22.95,78
2024,SyntheticCorp_0756,Logistics,Canada,Synthetic,SME,30537218.08,Yes,Medical Imaging AI,25.15,45
2025,SyntheticCorp_0756,Technology,UK,Synthetic,SME,3986571.98,Yes,Robotics,15.19,70
2020,SyntheticCorp_0757,Technology,UK,Synthetic,Enterprise,15042952122.52,Yes,Recommendation Systems,31.02,63
2021,SyntheticCorp_0757,Healthcare,USA,Synthetic,Enterprise,1103428327.25,Yes,Medical Imaging AI,16.07,81
2022,SyntheticCorp_0757,Retail,Germany,Synthetic,Enterprise,5280201947.62,Yes,Autonomous Driving,10.53,79
2023,SyntheticCorp_0757,Healthcare,Germany,Synthetic,Enterprise,25891223701.42,Yes,Demand Forecasting,34.33,48
2024,SyntheticCorp_0757,Logistics,Canada,Synthetic,SME,39549849.09,Yes,Predictive Maintenance,36.31,64
2025,SyntheticCorp_0757,E-commerce,Germany,Synthetic,SME,6337760.33,No,None,0.0,7
2020,SyntheticCorp_0758,Healthcare,China,Synthetic,SME,3489733.29,Yes,Fraud Detection,37.42,47
2021,SyntheticCorp_0758,Retail,Canada,Synthetic,SME,20295841.83,Yes,Robotics,39.81,67
2022,SyntheticCorp_0758,Retail,India,Synthetic,SME,9792540.2,Yes,Chatbots,16.65,53
2023,SyntheticCorp_0758,Logistics,India,Synthetic,Enterprise,39112812043.82,Yes,Customer Segmentation,20.8,73
2024,SyntheticCorp_0758,Technology,UAE,Synthetic,SME,33009334.82,Yes,Predictive Maintenance,16.09,64
2025,SyntheticCorp_0758,Energy,China,Synthetic,Enterprise,34407502088.58,Yes,Generative AI,36.73,75
2020,SyntheticCorp_0759,Logistics,Germany,Synthetic,SME,18440498.23,Yes,Generative AI,24.65,44
2021,SyntheticCorp_0759,Technology,Brazil,Synthetic,Enterprise,31730395862.1,Yes,Recommendation Systems,32.35,59
2022,SyntheticCorp_0759,Finance,Canada,Synthetic,Enterprise,4693262801.08,No,None,0.0,5
2023,SyntheticCorp_0759,Retail,Japan,Synthetic,SME,34685001.4,Yes,Customer Segmentation,31.8,66
2024,SyntheticCorp_0759,Logistics,USA,Synthetic,SME,9975731.24,Yes,Medical Imaging AI,22.98,62
2025,SyntheticCorp_0759,Manufacturing,Germany,Synthetic,Enterprise,4665138247.2,Yes,Generative AI,13.43,43
2020,SyntheticCorp_0760,Healthcare,China,Synthetic,SME,35192056.08,No,None,0.0,0
2021,SyntheticCorp_0760,Telecom,UK,Synthetic,Enterprise,36610873219.54,Yes,Generative AI,32.16,70
2022,SyntheticCorp_0760,Finance,China,Synthetic,SME,28446603.96,Yes,Recommendation Systems,23.94,40
2023,SyntheticCorp_0760,E-commerce,Germany,Synthetic,Enterprise,24200934347.64,No,None,0.0,27
2024,SyntheticCorp_0760,Healthcare,Germany,Synthetic,SME,32763950.45,No,None,0.0,35
2025,SyntheticCorp_0760,Technology,India,Synthetic,SME,9597028.49,Yes,Demand Forecasting,17.36,55
2020,SyntheticCorp_0761,Finance,Brazil,Synthetic,SME,6604293.32,Yes,Robotics,20.39,54
2021,SyntheticCorp_0761,Finance,USA,Synthetic,SME,34047051.98,Yes,Customer Segmentation,37.6,71
2022,SyntheticCorp_0761,Manufacturing,Canada,Synthetic,SME,29690444.66,No,None,0.0,10
2023,SyntheticCorp_0761,Manufacturing,Canada,Synthetic,Enterprise,42842507600.91,No,None,0.0,31
2024,SyntheticCorp_0761,Finance,Germany,Synthetic,SME,17879533.14,Yes,Fraud Detection,36.13,51
2025,SyntheticCorp_0761,Manufacturing,Japan,Synthetic,Enterprise,14850515290.65,Yes,Predictive Maintenance,11.77,50
2020,SyntheticCorp_0762,Retail,Germany,Synthetic,Enterprise,19953361743.09,Yes,Autonomous Driving,23.84,56
2021,SyntheticCorp_0762,E-commerce,UAE,Synthetic,SME,27533701.73,Yes,Robotics,26.52,61
2022,SyntheticCorp_0762,Manufacturing,UAE,Synthetic,SME,31044138.58,Yes,Autonomous Driving,35.41,68
2023,SyntheticCorp_0762,Healthcare,Brazil,Synthetic,SME,11081972.84,No,None,0.0,29
2024,SyntheticCorp_0762,Technology,Brazil,Synthetic,SME,23040836.54,Yes,Predictive Maintenance,19.2,57
2025,SyntheticCorp_0762,Energy,Brazil,Synthetic,SME,20156449.27,Yes,Autonomous Driving,32.91,81
2020,SyntheticCorp_0763,Finance,Brazil,Synthetic,SME,37085964.47,Yes,Robotics,36.54,84
2021,SyntheticCorp_0763,Telecom,UAE,Synthetic,SME,39068911.8,Yes,Autonomous Driving,27.77,71
2022,SyntheticCorp_0763,E-commerce,Brazil,Synthetic,SME,46849008.41,No,None,0.0,21
2023,SyntheticCorp_0763,Telecom,Germany,Synthetic,SME,15723709.85,Yes,Medical Imaging AI,23.82,71
2024,SyntheticCorp_0763,Manufacturing,China,Synthetic,SME,6424589.39,Yes,Customer Segmentation,11.74,56
2025,SyntheticCorp_0763,Logistics,China,Synthetic,Enterprise,18453277103.35,Yes,Generative AI,30.12,68
2020,SyntheticCorp_0764,Healthcare,Japan,Synthetic,SME,35362413.68,Yes,Demand Forecasting,21.97,83
2021,SyntheticCorp_0764,Logistics,UAE,Synthetic,SME,42038861.13,Yes,AI Trading,39.87,51
2022,SyntheticCorp_0764,Telecom,Germany,Synthetic,SME,41844142.53,Yes,Autonomous Driving,36.72,64
2023,SyntheticCorp_0764,Manufacturing,Brazil,Synthetic,SME,39593720.33,Yes,Recommendation Systems,25.56,58
2024,SyntheticCorp_0764,Healthcare,India,Synthetic,SME,48460888.51,Yes,Recommendation Systems,15.02,64
2025,SyntheticCorp_0764,Retail,UAE,Synthetic,Enterprise,38307625515.22,Yes,Robotics,21.86,60
2020,SyntheticCorp_0765,Telecom,Canada,Synthetic,SME,38117287.45,No,None,0.0,11
2021,SyntheticCorp_0765,Energy,USA,Synthetic,SME,44038244.66,Yes,Demand Forecasting,37.19,48
2022,SyntheticCorp_0765,Healthcare,Germany,Synthetic,SME,46559104.32,Yes,Chatbots,29.22,80
2023,SyntheticCorp_0765,Manufacturing,USA,Synthetic,Enterprise,30732478090.65,Yes,Generative AI,13.52,72
2024,SyntheticCorp_0765,E-commerce,UAE,Synthetic,Enterprise,8080621204.78,Yes,Supply Chain Optimization,10.12,44
2025,SyntheticCorp_0765,Healthcare,Brazil,Synthetic,SME,4695874.45,Yes,Recommendation Systems,38.42,42
2020,SyntheticCorp_0766,Technology,UAE,Synthetic,SME,13907314.11,Yes,Recommendation Systems,19.14,82
2021,SyntheticCorp_0766,Logistics,Germany,Synthetic,Enterprise,426888269.22,Yes,Customer Segmentation,36.4,83
2022,SyntheticCorp_0766,Energy,India,Synthetic,SME,4980933.61,Yes,Fraud Detection,32.47,72
2023,SyntheticCorp_0766,Retail,UAE,Synthetic,Enterprise,42496840489.91,Yes,Generative AI,32.72,50
2024,SyntheticCorp_0766,Logistics,UAE,Synthetic,SME,24578169.94,No,None,0.0,8
2025,SyntheticCorp_0766,E-commerce,Germany,Synthetic,SME,3028630.22,Yes,Fraud Detection,15.49,47
2020,SyntheticCorp_0767,Finance,Japan,Synthetic,Enterprise,48919559277.25,Yes,Robotics,38.36,71
2021,SyntheticCorp_0767,Logistics,Japan,Synthetic,SME,21477332.09,Yes,Chatbots,28.72,54
2022,SyntheticCorp_0767,Energy,UK,Synthetic,SME,21980646.29,No,None,0.0,38
2023,SyntheticCorp_0767,Retail,UAE,Synthetic,Enterprise,21503406312.61,No,None,0.0,13
2024,SyntheticCorp_0767,Retail,Germany,Synthetic,Enterprise,26392914569.05,Yes,Demand Forecasting,12.72,55
2025,SyntheticCorp_0767,E-commerce,Brazil,Synthetic,Enterprise,30492520586.42,Yes,Fraud Detection,14.18,66
2020,SyntheticCorp_0768,Energy,Brazil,Synthetic,Enterprise,33745456122.52,Yes,Demand Forecasting,28.41,56
2021,SyntheticCorp_0768,E-commerce,UK,Synthetic,SME,33347100.75,Yes,Robotics,23.21,71
2022,SyntheticCorp_0768,Finance,China,Synthetic,SME,15096470.92,No,None,0.0,23
2023,SyntheticCorp_0768,Telecom,USA,Synthetic,Enterprise,23813645434.98,Yes,Customer Segmentation,27.93,51
2024,SyntheticCorp_0768,Retail,Brazil,Synthetic,SME,29239422.48,Yes,AI Trading,23.19,61
2025,SyntheticCorp_0768,Logistics,USA,Synthetic,Enterprise,39798946808.44,Yes,Generative AI,33.19,81
2020,SyntheticCorp_0769,E-commerce,Germany,Synthetic,SME,40783593.67,Yes,Recommendation Systems,12.07,51
2021,SyntheticCorp_0769,Technology,Brazil,Synthetic,SME,29549069.12,Yes,Fraud Detection,32.18,45
2022,SyntheticCorp_0769,Logistics,China,Synthetic,SME,22668857.63,No,None,0.0,28
2023,SyntheticCorp_0769,Retail,China,Synthetic,SME,31707478.44,No,None,0.0,39
2024,SyntheticCorp_0769,Telecom,Canada,Synthetic,SME,45239142.34,Yes,AI Trading,31.87,49
2025,SyntheticCorp_0769,Retail,China,Synthetic,Enterprise,44251732693.14,Yes,Customer Segmentation,10.96,47
2020,SyntheticCorp_0770,Technology,Japan,Synthetic,Enterprise,9603569116.44,Yes,Recommendation Systems,27.79,81
2021,SyntheticCorp_0770,Healthcare,Germany,Synthetic,SME,10947454.15,Yes,Generative AI,14.4,64
2022,SyntheticCorp_0770,Technology,Japan,Synthetic,Enterprise,15874826015.85,Yes,Customer Segmentation,15.79,64
2023,SyntheticCorp_0770,Technology,Japan,Synthetic,Enterprise,24948158392.58,Yes,Chatbots,14.3,72
2024,SyntheticCorp_0770,Logistics,India,Synthetic,Enterprise,33011547148.48,Yes,Autonomous Driving,36.3,73
2025,SyntheticCorp_0770,Manufacturing,Germany,Synthetic,SME,3533537.35,No,None,0.0,34
2020,SyntheticCorp_0771,Telecom,Japan,Synthetic,Enterprise,12019420499.59,Yes,Demand Forecasting,27.02,62
2021,SyntheticCorp_0771,Retail,Japan,Synthetic,SME,4144858.13,No,None,0.0,14
2022,SyntheticCorp_0771,Manufacturing,UAE,Synthetic,SME,42888680.12,Yes,Predictive Maintenance,30.67,47
2023,SyntheticCorp_0771,Energy,India,Synthetic,SME,12392054.36,Yes,Autonomous Driving,11.67,76
2024,SyntheticCorp_0771,Healthcare,UAE,Synthetic,SME,16441819.9,Yes,Demand Forecasting,15.73,64
2025,SyntheticCorp_0771,Technology,China,Synthetic,SME,11480603.55,No,None,0.0,11
2020,SyntheticCorp_0772,Energy,China,Synthetic,Enterprise,4369850136.87,No,None,0.0,4
2021,SyntheticCorp_0772,Technology,UK,Synthetic,Enterprise,3248946689.15,Yes,Robotics,21.98,85
2022,SyntheticCorp_0772,Telecom,Brazil,Synthetic,Enterprise,8258192743.27,Yes,Predictive Maintenance,24.39,49
2023,SyntheticCorp_0772,E-commerce,UK,Synthetic,SME,8861587.83,Yes,Customer Segmentation,21.73,64
2024,SyntheticCorp_0772,Finance,Brazil,Synthetic,SME,49600676.52,No,None,0.0,34
2025,SyntheticCorp_0772,Energy,China,Synthetic,Enterprise,4756001314.56,No,None,0.0,40
2020,SyntheticCorp_0773,Technology,Japan,Synthetic,SME,43116905.67,Yes,AI Trading,37.16,52
2021,SyntheticCorp_0773,Technology,China,Synthetic,Enterprise,19493264122.94,Yes,Chatbots,11.5,60
2022,SyntheticCorp_0773,Logistics,China,Synthetic,Enterprise,20284583932.96,Yes,Generative AI,38.19,54
2023,SyntheticCorp_0773,E-commerce,USA,Synthetic,SME,14813682.26,No,None,0.0,10
2024,SyntheticCorp_0773,Technology,Germany,Synthetic,Enterprise,39574852498.57,Yes,AI Trading,13.38,72
